"S21 Log Mag"
"Frequency (Hz)","dB",
11356922625, -6.557398e+000,
11373797250, -6.636951e+000,
11390671875, -6.818323e+000,
11407546500, -7.070783e+000,
11424421125, -7.356685e+000,
11441295750, -7.592599e+000,
11458170375, -7.614668e+000,
11475045000, -7.395897e+000,
11491919625, -7.090289e+000,
11508794250, -6.876763e+000,
11525668875, -6.778423e+000,
11542543500, -6.819238e+000,
11559418125, -6.923417e+000,
11576292750, -7.037066e+000,
11593167375, -7.097290e+000,
11610042000, -7.062970e+000,
11626916625, -7.063220e+000,
11643791250, -7.143828e+000,
11660665875, -7.201280e+000,
11677540500, -7.144296e+000,
11694415125, -7.079189e+000,
11711289750, -7.074255e+000,
11728164375, -7.106028e+000,
11745039000, -7.131961e+000,
11761913625, -7.095099e+000,
11778788250, -6.999568e+000,
11795662875, -6.886002e+000,
11812537500, -6.800661e+000,
11829412125, -6.754809e+000,
11846286750, -6.887621e+000,
11863161375, -7.116811e+000,
11880036000, -7.352423e+000,
11896910625, -7.489511e+000,
11913785250, -7.374569e+000,
11930659875, -7.294458e+000,
11947534500, -7.281123e+000,
11964409125, -7.223547e+000,
11981283750, -7.121917e+000,
11998158375, -7.083806e+000,
12015033000, -7.156612e+000,
12031907625, -7.189266e+000,
12048782250, -7.284793e+000,
12065656875, -7.365723e+000,
12082531500, -7.378914e+000,
12099406125, -7.467985e+000,
12116280750, -7.540813e+000,
12133155375, -7.761269e+000,
12150030000, -8.076458e+000,
12166904625, -8.437334e+000,
12183779250, -8.625804e+000,
12200653875, -8.869938e+000,
12217528500, -9.191960e+000,
12234403125, -9.592930e+000,
12251277750, -1.001608e+001,
12268152375, -1.065845e+001,
12285027000, -1.171324e+001,
12301901625, -1.292375e+001,
12318776250, -1.363175e+001,
12335650875, -1.353810e+001,
12352525500, -1.262578e+001,
12369400125, -1.196638e+001,
12386274750, -1.250604e+001,
12403149375, -1.405083e+001,
12420024000, -1.579016e+001,
12436898625, -1.728867e+001,
12453773250, -1.856018e+001,
12470647875, -1.995210e+001,
12487522500, -2.130088e+001,
12504397125, -2.220193e+001,
12521271750, -2.284575e+001,
12538146375, -2.344991e+001,
12555021000, -2.389826e+001,
12571895625, -2.415447e+001,
12588770250, -2.444460e+001,
12605644875, -2.473255e+001,
12622519500, -2.519765e+001,
12639394125, -2.570286e+001,
12656268750, -2.613795e+001,
12673143375, -2.688328e+001,
12690018000, -2.880513e+001,
12706892625, -3.017502e+001,
12723767250, -3.173298e+001,
12740641875, -3.323024e+001,
12757516500, -3.378615e+001,
12774391125, -3.390523e+001,
12791265750, -3.271829e+001,
12808140375, -3.209337e+001,
12825015000, -3.112600e+001,
12841889625, -3.108585e+001,
12858764250, -3.115086e+001,
12875638875, -3.143462e+001,
12892513500, -3.224629e+001,
12909388125, -3.375684e+001,
12926262750, -3.506575e+001,
12943137375, -3.579547e+001,
12960012000, -3.479754e+001,
12976886625, -3.483840e+001,
12993761250, -3.501027e+001,
13010635875, -3.632428e+001,
13027510500, -3.731961e+001,
13044385125, -3.881872e+001,
13061259750, -3.882141e+001,
13078134375, -3.828262e+001,
13095009000, -3.748289e+001,
13111883625, -3.896504e+001,
13128758250, -3.944997e+001,
13145632875, -4.049610e+001,
13162507500, -4.111641e+001,
13179382125, -4.131589e+001,
13196256750, -4.196349e+001,
13213131375, -4.277002e+001,
13230006000, -4.193124e+001,
13246880625, -4.450198e+001,
13263755250, -4.512914e+001,
13280629875, -4.812918e+001,
13297504500, -4.602156e+001,
13314379125, -4.593956e+001,
13331253750, -4.614986e+001,
13348128375, -4.540069e+001,
13365003000, -4.583346e+001,
13381877625, -4.470039e+001,
13398752250, -4.629016e+001,
13415626875, -4.761382e+001,
13432501500, -4.900786e+001,
13449376125, -4.862208e+001,
13466250750, -4.688536e+001,
13483125375, -4.890199e+001,
13500000000, -4.845591e+001,
